id,category
813,1
814,1
815,1
816,0
817,0
818,0
819,0
820,1
821,1
822,1
823,0
824,1
825,1
826,1
827,0
828,0
829,0
830,0
831,1
832,1
833,1
834,0
835,1
836,0
837,0
838,1
839,0
840,0
841,0
842,0
843,1
844,0
845,1
846,0
847,1
848,1
849,0
850,1
851,1
852,0
853,0
854,0
855,0
856,1
857,0
858,0
859,1
860,1
861,1
862,1
863,1
864,0
865,1
866,1
867,1
868,1
869,1
870,1
871,0
872,0
873,0
874,1
875,1
876,1
877,1
878,0
879,0
880,1
881,1
882,1
883,0
884,1
885,1
886,0
887,1
888,0
889,1
890,1
891,1
892,0
893,0
894,0
895,1
896,1
897,1
898,1
899,0
900,1
901,1
902,0
903,1
904,1
905,1
906,0
907,0
908,0
909,1
910,0
911,1
912,0
913,0
914,0
915,1
916,1
917,0
918,0
919,0
920,0
921,0
922,0
923,1
924,0
925,0
926,1
927,1
928,1
929,0
930,0
931,1
932,1
933,1
934,0
935,0
936,0
937,0
938,1
939,1
940,1
941,0
942,1
943,1
944,1
945,1
946,0
947,0
948,1
949,0
950,0
951,1
952,0
953,1
954,1
955,0
956,1
957,1
958,0
959,0
960,0
961,0
962,1
963,0
964,1
965,0
966,0
967,0
968,1
969,0
970,1
971,1
972,1
973,0
974,1
975,0
976,1
977,0
978,1
979,0
980,1
981,0
982,0
983,1
984,0
985,1
986,1
987,0
988,0
989,1
990,1
991,0
992,1
993,0
994,1
995,0
996,1
997,0
998,1
999,0
1000,0
1001,0
1002,0
1003,0
1004,0
1005,1
1006,0
1007,1
1008,0
1009,0
1010,1
1011,0
1012,0
1013,1
1014,1
1015,1
1016,0
1017,1
1018,1
1019,1
1020,0
1021,1
1022,1
1023,0
1024,1
1025,1
1026,0
1027,1
1028,0
1029,1
1030,0
1031,1
1032,1
1033,1
1034,1
1035,0
1036,1
1037,0
1038,0
1039,0
1040,1
1041,1
1042,1
1043,1
1044,0
1045,1
1046,1
1047,0
1048,0
1049,0
1050,0
1051,0
1052,1
1053,0
1054,0
1055,0
1056,1
1057,0
1058,1
1059,1
1060,1
1061,1
1062,1
1063,0
1064,1
1065,0
1066,0
1067,0
1068,1
1069,1
1070,0
1071,1
1072,0
1073,0
1074,1
1075,1
1076,0
1077,1
1078,1
1079,0
1080,0
1081,0
1082,1
1083,0
1084,0
1085,0
1086,0
1087,0
1088,1
1089,1
1090,0
1091,0
1092,0
1093,0
1094,0
1095,0
1096,0
1097,0
1098,0
1099,1
1100,0
1101,1
1102,0
1103,0
1104,0
1105,0
1106,1
1107,1
1108,0
1109,0
1110,0
1111,0
1112,0
1113,0
1114,0
1115,0
1116,0
1117,1
1118,1
1119,1
1120,0
1121,1
1122,0
1123,0
1124,1
1125,1
1126,0
1127,1
1128,0
1129,1
1130,1
1131,1
1132,1
1133,1
1134,1
1135,0
1136,0
1137,0
1138,1
1139,0
1140,1
1141,1
1142,0
1143,0
1144,1
1145,0
1146,0
1147,0
1148,0
1149,0
1150,0
1151,1
1152,0
1153,0
1154,0
1155,0
1156,0
1157,0
1158,1
1159,1
1160,1
1161,0
1162,0
1163,0
1164,0
1165,0
1166,0
1167,1
1168,1
1169,0
1170,0
1171,0
1172,1
1173,0
1174,1
1175,0
1176,1
1177,0
1178,0
1179,0
1180,1
1181,0
1182,1
1183,1
1184,1
1185,0
1186,0
1187,0
1188,0
1189,0
1190,1
1191,0
1192,1
1193,0
1194,0
1195,0
1196,1
1197,1
1198,0
1199,0
1200,0
1201,0
1202,1
1203,1
1204,0
1205,0
1206,0
1207,0
1208,0
1209,1
1210,0
1211,1
1212,1
1213,1
1214,0
1215,0
1216,1
1217,1
1218,1
1219,1
1220,0
1221,1
1222,0
1223,0
1224,1
1225,1
1226,0
1227,1
1228,1
1229,1
1230,0
1231,1
1232,1
1233,1
1234,0
1235,0
1236,0
1237,1
1238,0
1239,0
1240,1
1241,0
1242,0
1243,0
1244,0
1245,1
1246,0
1247,1
1248,0
1249,1
1250,0
1251,0
1252,0
1253,0
1254,1
1255,0
1256,0
1257,1
1258,0
1259,1
1260,1
1261,1
1262,0
1263,0
1264,0
1265,1
1266,1
1267,1
1268,0
1269,1
1270,1
1271,0
1272,1
1273,1
1274,1
1275,0
1276,0
1277,0
1278,1
1279,0
1280,1
1281,0
1282,0
1283,1
1284,1
1285,0
1286,1
1287,1
1288,1
1289,1
1290,0
1291,1
1292,0
1293,0
1294,1
1295,0
1296,1
1297,1
1298,1
1299,1
1300,0
1301,1
1302,1
1303,0
1304,0
1305,1
1306,0
1307,0
1308,0
1309,0
1310,0
1311,0
1312,0
1313,0
1314,1
1315,0
1316,1
1317,1
1318,0
1319,1
1320,1
1321,0
1322,1
1323,1
1324,0
1325,1
1326,1
1327,0
1328,0
1329,1
1330,1
1331,1
1332,0
1333,1
1334,1
1335,1
1336,0
1337,0
1338,0
1339,1
1340,1
1341,0
1342,0
1343,1
1344,0
1345,1
1346,0
1347,0
1348,1
1349,1
1350,1
1351,0
1352,0
1353,0
1354,1
1355,1
1356,0
1357,1
1358,1
1359,1
1360,0
1361,0
1362,1
1363,1
1364,1
1365,0
1366,0
1367,1
1368,1
1369,0
1370,0
1371,1
1372,0
1373,1
1374,0
1375,0
1376,1
1377,1
1378,1
1379,0
1380,1
1381,1
1382,0
1383,0
1384,1
1385,1
1386,1
1387,0
1388,0
1389,0
1390,1
1391,1
1392,1
1393,1
1394,0
1395,1
1396,1
1397,1
1398,1
1399,1
1400,0
1401,1
1402,1
1403,0
1404,0
1405,1
1406,1
1407,0
1408,0
1409,0
1410,1
1411,1
1412,1
1413,1
1414,1
1415,1
1416,0
1417,0
1418,1
1419,0
1420,1
1421,1
1422,0
1423,1
1424,0
1425,0
1426,0
1427,1
1428,0
1429,1
1430,1
1431,0
1432,0
1433,0
1434,1
1435,0
1436,1
1437,0
1438,1
1439,0
1440,1
1441,0
1442,1
1443,0
1444,1
1445,0
1446,0
1447,0
1448,0
1449,1
1450,1
1451,1
1452,0
1453,1
1454,0
1455,1
1456,1
1457,1
1458,1
1459,1
1460,1
1461,1
1462,1
1463,1
1464,1
1465,1
1466,1
1467,0
1468,1
1469,0
1470,1
1471,1
1472,0
1473,1
1474,1
1475,0
1476,1
1477,0
1478,1
1479,0
1480,1
1481,1
1482,0
1483,0
1484,0
1485,0
1486,0
1487,0
1488,0
1489,1
1490,0
1491,1
1492,1
1493,0
1494,0
1495,1
1496,0
1497,1
1498,0
1499,0
1500,1
1501,0
1502,0
1503,0
1504,0
1505,1
1506,1
1507,1
1508,0
1509,0
1510,1
1511,1
1512,1
1513,1
1514,0
1515,0
1516,0
1517,0
1518,0
1519,0
1520,1
1521,1
1522,0
1523,0
1524,0
1525,0
1526,1
1527,0
1528,0
1529,0
1530,0
1531,1
1532,1
1533,0
1534,1
1535,1
1536,1
1537,1
1538,1
1539,0
1540,1
1541,1
1542,0
1543,1
1544,1
1545,1
1546,0
1547,1
1548,1
1549,0
1550,1
1551,0
1552,1
1553,0
1554,0
1555,1
1556,1
1557,1
1558,0
1559,1
1560,1
1561,1
1562,0
1563,0
1564,1
1565,1
1566,1
1567,0
1568,1
1569,1
1570,1
1571,1
1572,0
1573,1
1574,0
1575,0
1576,0
1577,1
1578,0
1579,0
1580,1
1581,0
1582,0
1583,0
1584,0
1585,0
1586,0
1587,1
1588,1
1589,1
1590,0
1591,0
1592,0
1593,1
1594,0
1595,1
1596,1
1597,1
1598,0
1599,0
1600,1
1601,0
1602,0
1603,0
1604,0
1605,1
1606,0
1607,0
1608,0
1609,1
1610,1
1611,0
1612,0
1613,0
1614,0
1615,1
1616,1
1617,0
1618,1
1619,0
1620,1
1621,1
1622,0
1623,1
1624,0
1625,1
1626,1
1627,1
1628,1
1629,0
1630,1
1631,1
1632,1
1633,0
1634,1
1635,0
1636,0
1637,0
1638,1
1639,1
1640,0
1641,0
1642,0
1643,1
1644,0
1645,1
1646,1
1647,1
1648,0
1649,1
1650,1
1651,0
1652,1
1653,0
1654,1
1655,0
1656,1
1657,0
1658,1
1659,0
1660,1
1661,1
1662,1
1663,1
1664,1
1665,1
1666,1
1667,1
1668,1
1669,1
1670,0
1671,1
1672,1
1673,0
1674,0
1675,0
1676,0
1677,0
1678,1
1679,1
1680,1
1681,0
1682,1
1683,0
1684,0
1685,0
1686,0
1687,1
1688,1
1689,1
1690,0
1691,1
1692,0
1693,0
1694,1
1695,1
1696,0
1697,0
1698,1
1699,1
1700,1
1701,0
1702,1
1703,0
1704,1
1705,0
1706,1
1707,1
1708,1
1709,1
1710,1
1711,1
1712,0
1713,0
1714,0
1715,1
1716,0
1717,1
1718,0
1719,1
1720,0
1721,1
1722,0
1723,0
1724,1
1725,1
1726,0
1727,1
1728,0
1729,1
1730,0
1731,1
1732,1
1733,0
1734,1
1735,0
1736,1
1737,0
1738,0
1739,0
1740,1
1741,0
1742,1
1743,0
1744,1
1745,1
1746,0
1747,0
1748,0
1749,1
1750,0
1751,0
1752,1
1753,1
1754,1
1755,1
1756,0
1757,1
1758,1
1759,1
1760,0
1761,1
1762,0
1763,0
1764,1
1765,0
1766,0
1767,0
1768,1
1769,1
1770,0
1771,0
1772,1
1773,0
1774,1
1775,0
1776,1
1777,1
1778,1
1779,0
1780,1
1781,1
1782,1
1783,1
1784,0
1785,1
1786,1
1787,0
1788,0
1789,1
1790,0
1791,0
1792,0
1793,1
1794,0
1795,1
1796,0
1797,0
1798,0
1799,1
1800,0
1801,1
1802,1
1803,0
1804,0
1805,0
1806,1
1807,1
1808,0
1809,1
1810,1
1811,1
1812,1
1813,0
1814,0
1815,1
1816,1
1817,1
1818,0
1819,1
1820,1
1821,1
1822,1
1823,0
1824,0
1825,1
1826,0
1827,0
1828,0
1829,0
1830,0
1831,1
1832,1
1833,0
1834,1
1835,1
1836,0
1837,0
1838,0
1839,1
1840,0
1841,1
1842,1
1843,0
1844,0
1845,0
1846,0
1847,1
1848,0
1849,0
1850,0
1851,1
1852,1
1853,0
1854,0
1855,0
1856,0
1857,0
1858,1
1859,1
1860,0
1861,1
1862,0
1863,0
1864,1
1865,1
1866,1
1867,0
1868,1
1869,0
1870,0
1871,0
1872,1
1873,1
1874,0
1875,0
1876,1
1877,0
1878,0
1879,1
1880,0
1881,0
1882,0
1883,0
1884,1
1885,1
1886,1
1887,0
1888,1
1889,0
1890,1
1891,1
1892,1
1893,0
1894,0
1895,0
1896,0
1897,1
1898,1
1899,1
1900,1
1901,0
1902,1
1903,0
1904,0
1905,0
1906,1
1907,0
1908,0
1909,0
1910,1
1911,1
1912,1
1913,0
1914,1
1915,1
1916,1
1917,0
1918,1
1919,1
1920,0
1921,1
1922,1
1923,0
1924,1
1925,1
1926,1
1927,1
1928,1
1929,0
1930,1
1931,0
1932,1
1933,0
1934,1
1935,0
1936,1
1937,0
1938,1
1939,1
1940,1
1941,0
1942,1
1943,0
1944,0
1945,1
1946,1
1947,1
1948,1
1949,0
1950,1
1951,1
1952,0
1953,0
1954,0
1955,0
1956,1
1957,0
1958,1
1959,1
1960,0
1961,1
1962,0
1963,1
1964,1
1965,0
1966,0
1967,1
1968,0
1969,1
1970,0
1971,0
1972,1
1973,1
1974,0
1975,1
1976,0
1977,1
1978,0
1979,0
1980,0
1981,1
1982,0
1983,0
1984,1
1985,1
1986,1
1987,0
1988,1
1989,0
1990,0
1991,0
1992,1
1993,0
1994,1
1995,1
1996,1
1997,1
1998,1
1999,1
2000,0
2001,1
2002,1
2003,0
2004,1
2005,0
2006,1
2007,1
2008,0
2009,1
2010,0
2011,0
2012,0
2013,1
2014,1
2015,1
2016,0
2017,1
2018,1
2019,1
2020,1
2021,1
2022,1
2023,0
2024,1
2025,0
2026,0
2027,1
2028,1
2029,0
2030,1
2031,0
2032,0
2033,1
2034,1
2035,1
2036,1
2037,1
2038,1
2039,1
2040,0
2041,1
2042,0
2043,0
2044,1
2045,1
2046,1
2047,1
2048,0
2049,1
2050,1
2051,0
2052,0
2053,0
2054,1
2055,1
2056,1
2057,1
2058,1
2059,1
2060,0
2061,0
2062,0
2063,1
2064,0
2065,0
2066,1
2067,1
2068,0
2069,1
2070,0
2071,1
2072,0
2073,0
2074,0
2075,1
2076,1
2077,0
2078,0
2079,1
2080,0
2081,1
2082,0
2083,1
2084,0
2085,1
2086,1
2087,0
2088,1
2089,0
2090,1
2091,1
2092,0
2093,1
2094,1
2095,0
2096,1
2097,0
2098,0
2099,1
2100,1
2101,0
2102,0
2103,1
2104,0
2105,1
2106,1
2107,0
2108,0
2109,0
2110,1
2111,1
2112,0
2113,0
2114,1
2115,0
2116,0
2117,0
2118,1
2119,0
2120,1
2121,1
2122,1
2123,0
2124,1
2125,1
2126,0
2127,1
2128,0
2129,1
2130,0
2131,1
2132,1
2133,0
2134,1
2135,1
2136,1
2137,0
2138,1
2139,0
2140,1
2141,1
2142,0
2143,0
2144,0
2145,1
2146,1
2147,0
2148,0
2149,0
2150,1
2151,1
2152,1
2153,0
2154,1
2155,0
2156,1
2157,0
2158,0
2159,0
2160,1
2161,0
2162,0
2163,0
2164,1
2165,0
2166,0
2167,0
2168,1
2169,1
2170,0
2171,0
2172,1
2173,0
2174,1
2175,0
2176,1
2177,1
2178,1
2179,0
2180,0
2181,0
2182,0
2183,0
2184,1
2185,0
2186,0
2187,0
2188,0
2189,0
2190,0
2191,1
2192,1
2193,1
2194,0
2195,0
2196,0
2197,1
2198,0
2199,0
2200,0
2201,0
2202,0
2203,0
2204,1
2205,0
2206,0
2207,0
2208,0
2209,1
2210,0
2211,1
2212,0
2213,0
2214,0
2215,1
2216,1
2217,1
2218,1
2219,0
2220,0
2221,0
2222,1
2223,0
2224,0
2225,1
2226,1
2227,0
2228,0
2229,0
2230,1
2231,1
2232,1
2233,0
2234,0
2235,0
2236,1
2237,0
2238,1
2239,0
2240,0
2241,1
2242,1
2243,0
2244,0
2245,0
2246,0
2247,1
2248,1
2249,1
2250,0
2251,1
2252,1
2253,1
2254,1
2255,1
2256,0
2257,0
2258,1
2259,1
2260,0
2261,0
2262,0
2263,0
2264,0
2265,0
2266,0
2267,0
2268,1
2269,1
2270,1
2271,1
2272,1
2273,1
2274,0
2275,0
2276,1
2277,1
2278,0
2279,1
2280,0
2281,0
2282,1
2283,0
2284,0
2285,0
2286,0
2287,1
2288,1
2289,1
2290,1
2291,1
2292,1
2293,0
2294,0
2295,1
2296,0
2297,1
2298,1
2299,1
2300,1
2301,0
2302,0
2303,1
2304,1
2305,0
2306,0
2307,1
2308,0
2309,1
2310,1
2311,1
2312,0
2313,0
2314,1
2315,0
2316,1
2317,1
2318,1
2319,1
2320,0
2321,1
2322,1
2323,1
2324,1
2325,0
2326,0
2327,0
2328,0
2329,1
2330,1
2331,0
2332,1
2333,0
2334,1
2335,0
2336,1
2337,0
2338,0
2339,0
2340,0
2341,1
2342,1
2343,1
2344,0
2345,1
2346,0
2347,1
2348,0
2349,0
2350,1
2351,1
2352,1
2353,0
2354,0
2355,0
2356,1
2357,0
2358,0
2359,1
2360,0
2361,0
2362,1
2363,0
2364,0
2365,0
2366,0
2367,1
2368,0
2369,1
2370,0
2371,0
2372,0
2373,1
2374,0
2375,1
2376,1
2377,1
2378,1
2379,0
2380,1
2381,1
2382,1
2383,1
2384,0
2385,0
2386,1
2387,1
2388,0
2389,1
2390,0
2391,0
2392,0
2393,1
2394,1
2395,0
2396,0
2397,1
2398,1
2399,1
2400,1
2401,0
2402,0
2403,1
2404,1
2405,0
2406,1
2407,0
2408,0
2409,1
2410,1
2411,1
2412,0
2413,1
2414,0
2415,1
2416,0
2417,1
2418,0
2419,0
2420,1
2421,0
2422,0
2423,0
2424,1
2425,1
2426,1
2427,1
2428,1
2429,0
2430,0
2431,0
2432,0
2433,0
2434,0
2435,0
2436,1
2437,0
2438,0
2439,1
2440,0
2441,1
2442,1
2443,0
2444,0
2445,1
2446,0
2447,0
2448,1
2449,0
2450,1
2451,0
2452,0
2453,0
2454,0
2455,1
2456,0
2457,0
2458,0
2459,1
2460,0
2461,0
2462,1
2463,0
2464,0
2465,1
2466,1
2467,0
2468,1
2469,1
